Global Rank,Institution,Country,Sector,Best Country Quartile
596,Universidad Nacional de Colombia *,COL,Universities,1
597,Toronto Western Hospital,CAN,Health,1
598,Universite de Strasbourg *,FRA,Universities,1
599,Johannes Gutenberg-Universitat Mainz *,DEU,Universities,1
599,"City University of New York, John Jay College of Criminal Justice",USA,Universities,1
601,Universita degli Studi di Genova,ITA,Universities,1
602,New York Presbyterian Hospital,USA,Health,1
602,GlaxoSmithKline *,MUL,Companies,1
604,University of Turku,FIN,Universities,1
604,European Space Agency *,MUL,Government,1
606,Universite de Bordeaux *,FRA,Universities,1
607,Capital University of Medical Sciences *,CHN,Universities,1
607,Tianjin University *,CHN,Universities,1
609,University of Tsukuba *,JPN,Universities,1
610,"Oklahoma State University, Stillwater *",USA,Universities,1
611,University of Warsaw,POL,Universities,1
611,University of East Anglia *,GBR,Universities,1
613,Universita degli Studi di Milano-Bicocca,ITA,Universities,1
613,Montefiore Medical Center *,USA,Health,1
615,Sungkyunkwan University,KOR,Universities,1
615,University of Malaya *,MYS,Universities,1
617,Hopitaux Universitaires de Geneve,CHE,Health,1
618,Royal Institute of Technology *,SWE,Universities,1
619,Siemens *,MUL,Companies,1
620,"Penn State Erie, The Behrend College",USA,Universities,1
620,Hospital General Universitario de Alicante *,ESP,Health,1
622,National Cheng Kung University,TWN,Universities,1
623,Graduate School of Public Health and Health Policy,USA,Universities,1
624,Department of Science and Technology,PHL,Government,1
624,Universiti Teknologi MARA,MYS,Universities,1
624,"New York University, Abu Dhabi",ARE,Universities,1
627,Robert Koch Institut,DEU,Government,1
627,Universidad Nacional de La Plata *,ARG,Universities,1
627,Finnish Meteorological Institute,FIN,Government,1
627,Fraunhofer Gesellschaft *,DEU,Government,1
627,University of Leicester,GBR,Universities,1
632,Lancaster University *,GBR,Universities,1
632,City University of Hong Kong *,HKG,Universities,1
634,Oxford University Hospitals NHS Trust,GBR,Health,1
635,"City University of New York, Queens College",USA,Universities,1
635,National Yang Ming Chiao Tung University,TWN,Universities,1
637,H. Lee Moffitt Cancer Center and Research Institute,USA,Health,1
637,University of Oregon,USA,Universities,1
639,Panasonic Corp *,MUL,Companies,1
640,Utah State University *,USA,Universities,1
640,Klinikum Rechts der Isar der Technische Universitat Munchen,DEU,Health,1
642,National Institute of Informatics,JPN,Government,1
643,Institute of Electrical and Electronics Engineers *,MUL,Non-Profit,1
644,Amity University *,IND,Universities,1
645,UCSF Helen Diller Family Comprehensive Cancer Center,USA,Health,1
645,University of Kentucky HealthCare,USA,Health,1
647,Frontiers Media SA,CHE,Companies,1
648,"City University of New York, Brooklyn College",USA,Universities,1
648,"Southeast University, Nanjing *",CHN,Universities,1
650,University of Connecticut Health Center,USA,Universities,1
651,Universidad de La Rioja *,ESP,Universities,1
652,Samsung Medical Center Seoul,KOR,Health,1
652,Indian Space Research Organization *,IND,Government,1
652,"Baruch College, City University of New York",USA,Universities,1
655,Institut Pasteur de Paris,FRA,Health,1
656,Fundacao Getulio Vargas *,BRA,Universities,1
657,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,ITA,Health,1
658,Texas A&M University at Qatar,QAT,Universities,1
658,Hospital das Clinicas da Faculdade de Medicina de Ribeirao Preto da Universidade de Sao Paulo,BRA,Health,1
658,Hebrew University of Jerusalem,ISR,Universities,1
658,University Hospitals of Cleveland  *,USA,Health,1
662,Conselleria de Sanitat Universal i Salut Publica Valencia,ESP,Health,1
662,Instituto Tecnologico y de Estudios Superiores de Monterrey *,MEX,Universities,1
662,University of Dhaka,BGD,Universities,1
665,"Universite Paul Sabatier, Toulouse III *",FRA,Universities,1
665,University of Bath,GBR,Universities,1
667,Novartis *,MUL,Companies,1
668,Tampere University,FIN,Universities,1
669,Instituto Oswaldo Cruz,BRA,Health,1
669,Ospedale Pediatrico Bambino Gesu,VAT,Health,1
671,Universitat zu Koln,DEU,Universities,1
672,Universidad de Malaga *,ESP,Universities,1
672,University of North Texas,USA,Universities,1
674,Universidad de Navarra *,ESP,Universities,1
675,University College Cork *,IRL,Universities,1
676,The Open University,GBR,Universities,1
676,Wake Forest University *,USA,Universities,1
678,Gujarat Pollution Control Board,IND,Government,1
679,City University of New York Lehman College,USA,Universities,1
679,Medical University of South Carolina *,USA,Universities,1
681,Ecole Polytechnique Federale de Lausanne,CHE,Universities,1
681,Centro Superior de Investigacion en Salud Publica *,ESP,Health,1
683,Universidade Federal de Sao Paulo *,BRA,Universities,1
683,Hospital General Universitario de Valencia,ESP,Health,1
685,Universitat d'Alacant *,ESP,Universities,1
685,Fundacio per al Foment de la Investigacio Sanitaria i Biomedica,ESP,Non-Profit,1
687,Guru Tegh Bahadur Hospital,IND,Health,1
688,State Grid Corporation of China *,CHN,Companies,1
688,Organisation for Economic Co-operation and Development *,MUL,Non-Profit,1
690,Ruhr-Universitat Bochum *,DEU,Universities,1
691,"City University of New York, College of Staten Island",USA,Universities,1
692,American Museum of Natural History,USA,Government,1
693,Heinrich Heine Universitat Dusseldorf  *,DEU,Universities,1
693,Universidad de Salamanca *,ESP,Universities,1
693,Universite de Lille *,FRA,Universities,1
693,University of Tokyo Hospital,JPN,Health,1
697,Friedrich-Schiller-Universitat Jena *,DEU,Universities,1
698,Instituto Israelita de Ensino e Pesquisa Albert Einstein,BRA,Health,1
699,Cork University Hospital,IRL,Health,1
700,George Washington The School of Medicine & Health Sciences,USA,Health,1
701,Universidad de Zaragoza *,ESP,Universities,1
702,North-West University,ZAF,Universities,1
703,Taipei City Hospital,TWN,Health,1
704,Universita degli Studi di Bari,ITA,Universities,1
704,University of Nevada-Reno,USA,Universities,1
704,Harbin Institute of Technology,CHN,Universities,1
707,"Soochow University, Suzhou *",CHN,Universities,1
708,University of South Australia,AUS,Universities,1
708,National Center for Atmospheric Research,USA,Government,1
708,Hospices Civils de Lyon *,FRA,Health,1
708,Universidade Federal da Bahia,BRA,Universities,1
712,University of St. Andrews,GBR,Universities,1
712,Catholic University of Louvain,BEL,Universities,1
714,Universita degli Studi di Roma Tor Vergata,ITA,Universities,1
714,Natural Environment Research Council *,GBR,Government,1
716,Rush University *,USA,Universities,1
717,"Indian Institute of Technology, Kharagpur",IND,Universities,1
717,Georg-August-Universitat Gottingen,DEU,Universities,1
719,Anadolu University,TUR,Universities,1
720,Technische Universitat Berlin *,DEU,Universities,1
720,Universidad de Guadalajara,MEX,Universities,1
722,Alberta Health Services *,CAN,Health,1
722,Henry Ford Health System,USA,Health,1
722,United States Fish and Wildlife Service,USA,Government,1
725,Hospital for Special Surgery,USA,Health,1
725,Shell *,MUL,Companies,1
725,San Francisco General Hospital,USA,Health,1
728,Royal Netherlands Meteorological Institute,NLD,Government,1
729,Hospital General de Elche,ESP,Health,1
730,Universidad Carlos III de Madrid *,ESP,Universities,1
730,University Putra Malaysia,MYS,Universities,1
730,Robert H. Lurie Comprehensive Cancer Center,USA,Health,1
730,Brawijaya University,IDN,Universities,1
734,"Indian Institute of Technology, Bombay *",IND,Universities,1
735,Chiang Mai University,THA,Universities,1
735,Deutsches Krebsforschungszentrum,DEU,Government,1
737,Universitat Pompeu Fabra *,ESP,Universities,1
738,Centro Hospitalar de Lisboa Central,PRT,Health,1
739,Universidade Federal Fluminense,BRA,Universities,1
739,Ministry of Health,MYS,Health,1
741,Centro Hospitalar e Universitario de Coimbra,PRT,Health,1
742,Federal Reserve System,USA,Government,1
743,National Taiwan University Hospital,TWN,Health,1
744,Universidad Autonoma de Nuevo Leon *,MEX,Universities,1
745,University of Aberdeen,GBR,Universities,1
745,"New York University, Shanghai",CHN,Universities,1
747,Academy of Sciences of the Czech Republic *,CZE,Government,1
748,Hiroshima University *,JPN,Universities,1
749,Universite Libre de Bruxelles,BEL,Universities,1
750,Xunta de Galicia *,MUL,Government,1
751,"Electricite de France, S.A. *",FRA,Companies,1
752,Hospital General Universitari de Castello,ESP,Health,1
752,Hospital Arnau de Vilanova,ESP,Health,1
752,University of Durham,GBR,Universities,1
755,European Central Bank,DEU,Government,1
755,Hospital Universitari Sant Joan d'Alacant,ESP,Health,1
757,University of Vermont,USA,Universities,1
758,Natural Resources Canada,CAN,Government,1
758,Ajuntament de Barcelona *,ESP,Government,1
758,Siriraj Hospital,THA,Health,1
758,Carleton University,CAN,Universities,1
762,Julius-Maximilians-Universitat Wurzburg *,DEU,Universities,1
762,Instituto Valenciano de Investigaciones Agrarias  *,ESP,Government,1
764,Istituto Ortopedico Galeazzi,ITA,Health,1
765,Universita degli Studi di Pavia,ITA,Universities,1
766,"University of Science, Malaysia *",MYS,Universities,1
767,"Indian Institute of Technology, Delhi",IND,Universities,1
767,Ministry of Public Health,THA,Health,1
767,Indian Institute of Science,IND,Universities,1
770,National Renewable Energy Laboratory,USA,Government,1
770,University of South Florida-Saint Petersburg,USA,Universities,1
772,Juntendo University *,JPN,Universities,1
772,Lawrence Berkeley National Laboratory *,USA,Government,1
774,Great Ormond Street Hospital for Children NHS Trust,GBR,Health,1
774,Universidad Nacional de Cordoba *,ARG,Universities,1
776,Kavli Institute for Cosmology,GBR,Government,1
776,Escola de Administracao de Empresas de Sao Paulo da Fundacao Getulio Vargas,BRA,Universities,1
778,Bangladesh University of Engineering and Technology,BGD,Universities,1
779,Diponegoro University,IDN,Universities,1
780,Norwegian Institute of Public Health,NOR,Health,1
780,Centro Hospitalar de Lisboa Norte,PRT,Health,1
782,Instituto de Fisica Corpuscular,ESP,Government,1
782,"Universidad de los Andes, Colombia *",COL,Universities,1
782,Universidade Federal de Goias,BRA,Universities,1
785,Cambridge University Hospitals NHS Foundation Trust,GBR,Health,1
786,RAND Corp,USA,Non-Profit,1
786,San Jose State University,USA,Universities,1
788,Comunidad de Madrid *,ESP,Government,1
788,National Kyushu Cancer Center,JPN,Health,1
788,Universidad Veracruzana,MEX,Universities,1
791,Universita degli Studi di Palermo,ITA,Universities,1
792,King Saud University Medical City,SAU,Health,1
792,Rush University Medical Center,USA,Health,1
794,Gazi University,TUR,Universities,1
795,General Motors Company *,MUL,Companies,1
796,Japanese Red Cross Medical Center,JPN,Health,1
796,University of Louisville *,USA,Universities,1
798,Saint Petersburg State University,RUS,Universities,1
799,BRAC University,BGD,Universities,1
800,F Hoffmann-La Roche *,MUL,Companies,1
800,Osaka National Hospital,JPN,Health,1
800,Universidade Federal do Rio Grande do Norte,BRA,Universities,1
800,Universita degli Studi di Catania,ITA,Universities,1
800,Musashino Red Cross Hospital,JPN,Health,1
805,University Hospital of Bern,CHE,Health,2
806,Istanbul Technical University,TUR,Universities,1
807,Osaka Red Cross Hospital,JPN,Health,1
807,Cochrane *,MUL,Health,1
809,Hospital Universitario Severo Ochoa *,ESP,Health,1
810,Kansas State University,USA,Universities,1
811,University of Surrey,GBR,Universities,1
811,Joint Institute for Laboratory Astrophysics,USA,Government,1
811,University of New Mexico Health Sciences Center,USA,Health,1
811,"University of Hawaii, Hilo",USA,Universities,1
815,Johann Wolfgang Goethe-Universitat Frankfurt am Main *,DEU,Universities,1
816,Universidade Federal do Ceara,BRA,Universities,1
817,Medical College of Wisconsin,USA,Universities,1
818,Helsinki University Central Hospital,FIN,Health,1
819,Northern Arizona University,USA,Universities,1
820,University Hospital Maastricht,NLD,Health,1
820,University of Twente,NLD,Universities,2
820,Padjadjaran University,IDN,Universities,1
823,Auburn University,USA,Universities,1
823,Hospital Universitari Vall d'Hebron,ESP,Health,1
823,University of Nebraska Medical Center,USA,Universities,1
826,Academia Sinica *,TWN,Government,1
827,National Hospital Organization Kyoto Medical Center,JPN,Health,1
828,Christian-Albrechts-Universitat zu Kiel,DEU,Universities,1
828,Escola Nacional de Saude Publica Sergio Arouca,BRA,Universities,1
828,Optum Inc,MUL,Companies,1
828,Jose de Mello Saude,PRT,Health,1
832,Universidade de Aveiro,PRT,Universities,1
832,Hospital for Sick Children,CAN,Health,1
834,Thomas Jefferson University *,USA,Universities,1
834,Vrije Universiteit Brussel,BEL,Universities,1
836,Universite de Lorraine *,FRA,Universities,1
836,The Arizona Cancer Center,USA,Health,1
838,Kobe University *,JPN,Universities,1
838,Rajshahi University,BGD,Universities,1
840,Justus-Liebig-Universitat Giessen *,DEU,Universities,1
840,Rice University,USA,Universities,1
840,University Hospitals Leuven,BEL,Health,1
843,Comision de Investigaciones Cientificas *,ARG,Government,1
843,University of Tromso - The Arctic University of Norway,NOR,Universities,1
845,University of Massachusetts Medical School,USA,Universities,1
845,University of Chicago Medical Center ,USA,Health,2
847,Texas Children's Hospital ,USA,Health,2
847,Los Angeles County-USC Medical Center ,USA,Health,2
847,National Institute for Health and Welfare,FIN,Health,1
850,University of the Philippines Diliman *,PHL,Universities,1
850,Bandung Institute of Technology,IDN,Universities,1
850,University of Virginia Health System,USA,Health,2
